receipt_no,trx_date,product_name,qty,subtotal,payment_method
DOM-VAR-202504-0432,"2025-04-05 10:45:00","Espresso On The Rock",3,58500,CASH
DOM-VAR-202504-0433,"2025-04-13 19:00:00","Espresso On The Rock",3,58500,QRIS
DOM-VAR-202504-0433,"2025-04-13 19:00:00","Taro Latte With Egg Pudding",2,49500,QRIS
DOM-VAR-202504-0434,"2025-04-08 17:32:00","Churro Bites",3,58500,CASH
DOM-VAR-202504-0434,"2025-04-08 17:32:00","Violet Kalamansi",1,22000,CASH
DOM-VAR-202504-0435,"2025-04-22 14:38:00","Spaghetti Carbonara",3,81500,CASH
DOM-VAR-202504-0435,"2025-04-22 14:38:00","Bang Nana Yoghurt",2,61500,CASH
DOM-VAR-202504-0436,"2025-04-20 10:50:00","Spaghetti Bolognese",2,49500,QRIS
DOM-VAR-202504-0436,"2025-04-20 10:50:00","Sub's Choice",1,27500,QRIS
DOM-VAR-202504-0437,"2025-04-08 15:57:00","Tropical Punch",2,48500,CASH
DOM-VAR-202504-0438,"2025-04-07 16:18:00","Pisang Gorengnya DOM",2,40000,DEBIT
DOM-VAR-202504-0439,"2025-04-25 09:29:00",Americano,3,46000,CASH
DOM-VAR-202504-0439,"2025-04-25 09:29:00","DOMS Wings",1,23000,CASH
DOM-VAR-202504-0440,"2025-04-23 09:05:00","Strawberry Tea",1,19500,CASH
DOM-VAR-202504-0440,"2025-04-23 09:05:00",Chocolate,1,21500,CASH
DOM-VAR-202504-0441,"2025-04-16 19:48:00","Red Velvet",3,65500,CASH
DOM-VAR-202504-0442,"2025-04-02 15:18:00","Violet Kalamansi",2,44000,QRIS
DOM-VAR-202504-0443,"2025-04-04 15:23:00","Scottish Latte",2,49500,DEBIT
DOM-VAR-202504-0443,"2025-04-04 15:23:00","Tropical Punch",3,72500,DEBIT
DOM-VAR-202504-0444,"2025-04-27 16:39:00","Sunset Sangria",1,24500,CASH
DOM-VAR-202504-0444,"2025-04-27 16:39:00","Lemon Tea",2,39000,CASH
DOM-VAR-202505-0445,"2025-05-22 13:04:00","French Fries & Sausage",2,132000,DEBIT
DOM-VAR-202505-0446,"2025-05-11 14:25:00","Sunset Sangria",1,82000,DEBIT
DOM-VAR-202505-0446,"2025-05-11 14:25:00","Salted Caramel Macchiato",1,96000,DEBIT
DOM-VAR-202505-0447,"2025-05-05 13:12:00","Sunset Sangria",1,82000,DEBIT
DOM-VAR-202505-0447,"2025-05-05 13:12:00","Cheese Croquette Balls",1,66000,DEBIT
DOM-VAR-202505-0448,"2025-05-06 18:04:00","Salted Caramel Macchiato",3,288000,QRIS
DOM-VAR-202505-0448,"2025-05-06 18:04:00","Ham Spaghetti Brulee",1,100000,QRIS
DOM-VAR-202505-0449,"2025-05-01 10:54:00","Lychee Tea",2,132000,CASH
DOM-VAR-202505-0449,"2025-05-01 10:54:00","Matcha Green Tea",3,300000,CASH
DOM-VAR-202505-0450,"2025-05-13 09:11:00","Violet Kalamansi",3,222000,QRIS
DOM-VAR-202505-0450,"2025-05-13 09:11:00","Ham Spaghetti Brulee",3,300000,QRIS
DOM-VAR-202505-0451,"2025-05-14 09:04:00","Red Velvet",1,74000,QRIS
DOM-VAR-202505-0452,"2025-05-08 20:49:00","Oriental Fried Rice",2,168000,QRIS
DOM-VAR-202505-0452,"2025-05-08 20:49:00","Spaghetti Carbonara",1,92000,QRIS
DOM-VAR-202505-0453,"2025-05-14 13:32:00","Violet Kalamansi",2,148000,QRIS
DOM-VAR-202505-0453,"2025-05-14 13:32:00","Salted Caramel Macchiato",3,288000,QRIS
DOM-VAR-202505-0454,"2025-05-08 13:56:00","Bang Nana Yoghurt",1,104000,DEBIT
DOM-VAR-202505-0455,"2025-05-25 20:16:00","Spaghetti Bolognese",2,168000,QRIS
DOM-VAR-202505-0455,"2025-05-25 20:16:00","DOMS Wings",1,78000,QRIS
DOM-VAR-202505-0456,"2025-05-03 14:44:00","Sub's Choice",2,184000,QRIS
DOM-VAR-202505-0457,"2025-05-09 14:31:00","Red Velvet",3,222000,CASH
DOM-VAR-202505-0457,"2025-05-09 14:31:00","Pisang Gorengnya DOM",3,204000,CASH
DOM-VAR-202505-0458,"2025-05-05 20:51:00","Tropical Punch",2,164000,QRIS
DOM-VAR-202505-0459,"2025-05-18 16:36:00","Roti Bakar",3,156000,QRIS
DOM-VAR-202505-0460,"2025-05-27 15:43:00","Ham Spaghetti Brulee",3,300000,QRIS
DOM-VAR-202505-0461,"2025-05-13 13:44:00","Hazelnut Latte",1,84000,DEBIT
DOM-VAR-202505-0462,"2025-05-27 15:48:00","Pisang Gorengnya DOM",3,204000,QRIS
DOM-VAR-202505-0463,"2025-05-10 10:06:00","Tropical Punch",3,246000,QRIS
DOM-VAR-202505-0463,"2025-05-10 10:06:00","DOMS Wings",3,234000,QRIS
DOM-VAR-202505-0464,"2025-05-09 09:03:00","Taro Latte With Egg Pudding",2,168000,DEBIT
DOM-VAR-202505-0465,"2025-05-16 10:25:00","Hazelnut Latte",3,252000,CASH
DOM-VAR-202505-0466,"2025-05-01 20:53:00","Mayo Karaage Rice",2,208000,QRIS
DOM-VAR-202505-0467,"2025-05-15 17:14:00","Mayo Karaage Rice",2,208000,CASH
DOM-VAR-202505-0467,"2025-05-15 17:14:00","Kampoeng Fried Rice",3,252000,CASH
DOM-VAR-202505-0468,"2025-05-01 13:53:00","Matcha Green Tea",1,100000,CASH
DOM-VAR-202505-0468,"2025-05-01 13:53:00","Salted Egg Pop Chicken",3,354000,CASH
DOM-VAR-202505-0469,"2025-05-25 16:07:00","Bang Nana Yoghurt",1,104000,CASH
DOM-VAR-202505-0469,"2025-05-25 16:07:00","Mayo Karaage Rice",2,208000,CASH
DOM-VAR-202505-0470,"2025-05-04 11:57:00","Mr. P! Nuts",1,102000,QRIS
DOM-VAR-202505-0470,"2025-05-04 11:57:00","Al Fresco Nachos",2,156000,QRIS
DOM-VAR-202505-0471,"2025-05-24 15:27:00","Berry Berry Good!",1,100000,QRIS
DOM-VAR-202505-0471,"2025-05-24 15:27:00","DOMS Wings",3,234000,QRIS
DOM-VAR-202505-0472,"2025-05-14 13:46:00","Scottish Latte",2,168000,CASH
DOM-VAR-202505-0473,"2025-05-17 14:01:00","Kampoeng Fried Rice",1,84000,CASH
DOM-VAR-202505-0473,"2025-05-17 14:01:00","Red Velvet",3,222000,CASH
DOM-VAR-202505-0474,"2025-05-17 15:19:00","Spaghetti Carbonara",3,276000,DEBIT
DOM-VAR-202505-0475,"2025-05-12 17:27:00","French Fries & Sausage",1,66000,CASH
DOM-VAR-202505-0476,"2025-05-05 12:37:00","Mr. P! Nuts",2,204000,DEBIT
DOM-VAR-202505-0476,"2025-05-05 12:37:00","Lychee Tea",2,132000,DEBIT
DOM-VAR-202505-0477,"2025-05-01 13:50:00","Roti Bakar",1,52000,DEBIT
DOM-VAR-202505-0478,"2025-05-06 21:20:00","Lemon Tea",3,198000,CASH
DOM-VAR-202505-0478,"2025-05-06 21:20:00",Americano,3,156000,CASH
DOM-VAR-202505-0479,"2025-05-26 15:05:00","Taro Latte With Egg Pudding",1,84000,QRIS
DOM-VAR-202505-0480,"2025-05-26 18:40:00","Choco Loco",3,252000,QRIS
DOM-VAR-202505-0481,"2025-05-07 09:38:00","Lemon Tea",1,66000,QRIS
DOM-VAR-202505-0481,"2025-05-07 09:38:00",Muppet,3,300000,QRIS
DOM-VAR-202505-0482,"2025-05-18 12:51:00","Matcha Green Tea",3,300000,QRIS
DOM-VAR-202505-0482,"2025-05-18 12:51:00",Lotus,2,200000,QRIS
DOM-VAR-202505-0483,"2025-05-08 16:25:00","Sunset Sangria",3,246000,QRIS
DOM-VAR-202505-0483,"2025-05-08 16:25:00",Muppet,3,300000,QRIS
DOM-VAR-202505-0484,"2025-05-24 19:31:00","Salted Caramel Macchiato",1,96000,CASH
DOM-VAR-202505-0485,"2025-05-14 18:22:00","Beef Aglio Olio",1,84000,QRIS
DOM-VAR-202505-0485,"2025-05-14 18:22:00","Candy Cane",1,102000,QRIS
DOM-VAR-202505-0486,"2025-05-16 14:34:00",Lotus,2,200000,QRIS
DOM-VAR-202505-0487,"2025-05-11 18:49:00","Taro Latte With Egg Pudding",3,252000,DEBIT
DOM-VAR-202505-0487,"2025-05-11 18:49:00","Matcha Green Tea",1,100000,DEBIT
DOM-VAR-202505-0488,"2025-05-09 15:40:00","DOM's Original",1,66000,QRIS
DOM-VAR-202505-0489,"2025-05-17 14:37:00","Sunset Sangria",2,164000,QRIS
DOM-VAR-202505-0489,"2025-05-17 14:37:00","Oriental Fried Rice",1,84000,QRIS
DOM-VAR-202505-0490,"2025-05-26 20:24:00","Espresso On The Rock",3,198000,CASH
DOM-VAR-202505-0491,"2025-05-16 19:21:00","Lychee Tea",2,132000,QRIS
DOM-VAR-202505-0492,"2025-05-05 20:03:00","Ham Spaghetti Brulee",2,200000,QRIS
DOM-VAR-202505-0492,"2025-05-05 20:03:00","Sunset Sangria",3,246000,QRIS
DOM-VAR-202505-0493,"2025-05-09 17:31:00","Mr. P! Nuts",3,306000,DEBIT
DOM-VAR-202505-0494,"2025-05-06 11:47:00","Taro Latte With Egg Pudding",2,168000,QRIS
DOM-VAR-202505-0495,"2025-05-04 14:46:00","Oriental Fried Rice",1,84000,CASH
DOM-VAR-202505-0495,"2025-05-04 14:46:00","Violet Kalamansi",2,148000,CASH
DOM-VAR-202505-0496,"2025-05-08 15:56:00","Churro Bites",1,66000,CASH
DOM-VAR-202505-0496,"2025-05-08 15:56:00","Red Velvet",1,74000,CASH
DOM-VAR-202505-0497,"2025-05-27 13:05:00","Lemon Tea",2,132000,QRIS
DOM-VAR-202505-0498,"2025-05-01 10:01:00","Beef Aglio Olio",3,252000,CASH
DOM-VAR-202505-0499,"2025-05-26 14:29:00","Scottish Latte",1,84000,CASH
DOM-VAR-202505-0499,"2025-05-26 14:29:00","Al Fresco Nachos",1,78000,CASH
DOM-VAR-202505-0500,"2025-05-26 11:21:00","Matcha Green Tea",1,100000,CASH
DOM-VAR-202505-0501,"2025-05-10 13:57:00","Roti Bakar",3,156000,DEBIT
DOM-VAR-202505-0501,"2025-05-10 13:57:00","Mayo Karaage Rice",3,312000,DEBIT
DOM-VAR-202505-0502,"2025-05-21 17:38:00","Al Fresco Nachos",3,234000,QRIS
DOM-VAR-202505-0502,"2025-05-21 17:38:00","Cheese Croquette Balls",3,198000,QRIS
DOM-VAR-202505-0503,"2025-05-20 17:31:00","Roti Bakar",3,156000,CASH
DOM-VAR-202505-0503,"2025-05-20 17:31:00","DOM's Original",3,198000,CASH
DOM-VAR-202505-0504,"2025-05-04 09:52:00","Bang Nana Yoghurt",3,312000,DEBIT
DOM-VAR-202505-0504,"2025-05-04 09:52:00","Bang Nana Yoghurt",2,208000,DEBIT
DOM-VAR-202505-0505,"2025-05-26 16:37:00",Saltovino,2,176000,QRIS
DOM-VAR-202505-0505,"2025-05-26 16:37:00","Tropical Punch",2,164000,QRIS
DOM-VAR-202505-0506,"2025-05-26 19:46:00","Spaghetti Carbonara",3,276000,DEBIT
DOM-VAR-202505-0506,"2025-05-26 19:46:00","Berry Berry Good!",2,200000,DEBIT
DOM-VAR-202505-0507,"2025-05-06 10:45:00","Kopi Latte",2,132000,DEBIT
DOM-VAR-202505-0508,"2025-05-17 14:12:00","Bang Nana Yoghurt",1,104000,CASH
DOM-VAR-202505-0509,"2025-05-02 14:56:00","Spaghetti Bolognese",1,84000,CASH
DOM-VAR-202505-0509,"2025-05-02 14:56:00",Muppet,3,300000,CASH
DOM-VAR-202505-0510,"2025-05-17 12:40:00","Strawberry Tea",2,132000,DEBIT
DOM-VAR-202505-0511,"2025-05-02 21:39:00","Candy Cane",3,306000,QRIS
DOM-VAR-202505-0511,"2025-05-02 21:39:00","Salted Caramel Macchiato",3,288000,QRIS
DOM-VAR-202505-0512,"2025-05-20 11:48:00","Hazelnut Latte",3,252000,CASH
DOM-VAR-202505-0513,"2025-05-09 10:07:00","Cheese Croquette Balls",2,132000,CASH
DOM-VAR-202505-0513,"2025-05-09 10:07:00","Beef Aglio Olio",3,252000,CASH
DOM-VAR-202505-0514,"2025-05-05 21:09:00","Sunset Sangria",1,82000,CASH
DOM-VAR-202505-0515,"2025-05-09 16:58:00","Candy Cane",3,306000,CASH
DOM-VAR-202505-0515,"2025-05-09 16:58:00","Berry Berry Good!",2,200000,CASH
DOM-VAR-202505-0516,"2025-05-08 13:57:00","Matcha Green Tea",1,100000,QRIS
DOM-VAR-202505-0516,"2025-05-08 13:57:00",Chocolate,1,72000,QRIS
DOM-VAR-202505-0517,"2025-05-15 09:32:00","Choco Loco",1,84000,DEBIT
DOM-VAR-202505-0518,"2025-05-25 16:20:00","Salted Caramel Macchiato",1,96000,DEBIT
DOM-VAR-202505-0519,"2025-05-17 14:56:00","Kampoeng Fried Rice",3,252000,DEBIT
DOM-VAR-202505-0519,"2025-05-17 14:56:00","Mr. P! Nuts",1,102000,DEBIT
DOM-VAR-202505-0520,"2025-05-14 20:17:00","Matcha Green Tea",1,100000,DEBIT
DOM-VAR-202505-0521,"2025-05-11 14:11:00","Sunset Sangria",1,82000,QRIS
DOM-VAR-202505-0521,"2025-05-11 14:11:00","Double Shaken Espresso",3,228000,QRIS
DOM-VAR-202505-0522,"2025-05-01 19:14:00","Hazelnut Latte",1,84000,DEBIT
DOM-VAR-202505-0523,"2025-05-05 16:43:00",Chocolate,1,72000,DEBIT
DOM-VAR-202505-0523,"2025-05-05 16:43:00","Kampoeng Fried Rice",2,168000,DEBIT
DOM-VAR-202505-0524,"2025-05-20 18:39:00","Spaghetti Bolognese",1,84000,QRIS
DOM-VAR-202505-0525,"2025-05-23 09:37:00","Bloody Mary",1,82000,CASH
DOM-VAR-202505-0526,"2025-05-04 12:09:00","Roti Bakar",2,104000,DEBIT
DOM-VAR-202505-0527,"2025-05-03 17:54:00","Espresso On The Rock",3,198000,QRIS
DOM-VAR-202505-0527,"2025-05-03 17:54:00","Scottish Latte",2,168000,QRIS
DOM-VAR-202505-0528,"2025-05-18 11:45:00","Churro Bites",1,66000,DEBIT
DOM-VAR-202505-0528,"2025-05-18 11:45:00","Beef Aglio Olio",1,84000,DEBIT
DOM-VAR-202505-0529,"2025-05-20 12:37:00","DOMS Wings",2,156000,CASH
DOM-VAR-202505-0530,"2025-05-11 20:48:00","Spaghetti Carbonara",3,276000,QRIS
DOM-VAR-202505-0530,"2025-05-11 20:48:00","Red Velvet",2,148000,QRIS
DOM-VAR-202505-0531,"2025-05-22 17:36:00","DOM's Original",3,198000,CASH
DOM-VAR-202505-0531,"2025-05-22 17:36:00","Ham Spaghetti Brulee",1,100000,CASH
DOM-VAR-202505-0532,"2025-05-26 17:57:00","Salted Caramel Macchiato",1,96000,QRIS
DOM-VAR-202505-0533,"2025-05-22 12:49:00",Saltovino,3,264000,DEBIT
DOM-VAR-202505-0534,"2025-05-23 18:36:00","Oriental Fried Rice",1,84000,DEBIT
DOM-VAR-202505-0535,"2025-05-20 12:43:00","Oriental Fried Rice",1,84000,CASH
DOM-VAR-202505-0536,"2025-05-27 14:04:00","Ham Spaghetti Brulee",2,200000,DEBIT
DOM-VAR-202505-0536,"2025-05-27 14:04:00","Violet Kalamansi",1,74000,DEBIT
DOM-VAR-202505-0537,"2025-05-07 14:38:00","Strawberry Tea",2,132000,DEBIT
DOM-VAR-202505-0537,"2025-05-07 14:38:00","Choco Loco",1,84000,DEBIT
DOM-VAR-202505-0538,"2025-05-07 14:23:00",Muppet,1,100000,DEBIT
DOM-VAR-202505-0538,"2025-05-07 14:23:00","Spaghetti Bolognese",2,168000,DEBIT
DOM-VAR-202505-0539,"2025-05-22 14:24:00","Mayo Karaage Rice",2,208000,CASH
DOM-VAR-202505-0540,"2025-05-11 20:36:00","Spaghetti Carbonara",1,92000,QRIS
DOM-VAR-202505-0541,"2025-05-27 18:53:00","Beef Aglio Olio",1,84000,QRIS
DOM-VAR-202505-0541,"2025-05-27 18:53:00","Violet Kalamansi",1,74000,QRIS
DOM-VAR-202505-0542,"2025-05-07 20:40:00","Hazelnut Latte",2,168000,CASH
DOM-VAR-202505-0543,"2025-05-15 15:20:00","Berry Berry Good!",1,100000,QRIS
DOM-VAR-202505-0543,"2025-05-15 15:20:00","Chick N' Matah Rice",1,92000,QRIS
DOM-VAR-202505-0544,"2025-05-06 12:49:00","Ham Spaghetti Brulee",2,200000,CASH
DOM-VAR-202505-0544,"2025-05-06 12:49:00","Red Velvet",3,222000,CASH
DOM-VAR-202505-0545,"2025-05-23 20:06:00",Americano,3,156000,DEBIT
DOM-VAR-202505-0546,"2025-05-15 09:12:00","Mayo Karaage Rice",3,312000,CASH
DOM-VAR-202505-0547,"2025-05-06 13:20:00","DOM's Original",2,132000,DEBIT
DOM-VAR-202505-0548,"2025-05-25 09:45:00","Cheese Croquette Balls",1,66000,CASH
DOM-VAR-202505-0549,"2025-05-16 18:47:00","Tropical Punch",3,246000,QRIS
DOM-VAR-202505-0549,"2025-05-16 18:47:00","Mayo Karaage Rice",3,312000,QRIS
DOM-VAR-202505-0550,"2025-05-21 20:48:00","Candy Cane",3,306000,CASH
DOM-VAR-202505-0550,"2025-05-21 20:48:00","Violet Kalamansi",1,74000,CASH
DOM-VAR-202505-0551,"2025-05-27 14:33:00","Tropical Punch",3,246000,QRIS
DOM-VAR-202505-0551,"2025-05-27 14:33:00","Lychee Tea",2,132000,QRIS
DOM-VAR-202505-0552,"2025-05-19 10:37:00","Strawberry Tea",2,132000,DEBIT
DOM-VAR-202505-0552,"2025-05-19 10:37:00","Mr. P! Nuts",1,102000,DEBIT
DOM-VAR-202505-0553,"2025-05-02 17:14:00","Violet Kalamansi",3,222000,QRIS
DOM-VAR-202505-0553,"2025-05-02 17:14:00","Cheese Croquette Balls",2,132000,QRIS
DOM-VAR-202505-0554,"2025-05-05 09:10:00","Kopi Latte",3,198000,CASH
DOM-VAR-202505-0554,"2025-05-05 09:10:00","Roti Bakar",1,52000,CASH
DOM-VAR-202505-0555,"2025-05-03 14:00:00","Hazelnut Latte",2,168000,DEBIT
DOM-VAR-202506-0556,"2025-06-09 16:09:00","Hazelnut Latte",3,97000,QRIS
DOM-VAR-202506-0557,"2025-06-04 21:18:00","Spaghetti Carbonara",2,71000,QRIS
DOM-VAR-202506-0558,"2025-06-04 13:11:00","Kampoeng Fried Rice",2,65000,DEBIT
DOM-VAR-202506-0558,"2025-06-04 13:11:00","Lychee Tea",1,25500,DEBIT
DOM-VAR-202506-0559,"2025-06-11 12:03:00","DOM's Original",1,25500,QRIS
DOM-VAR-202506-0559,"2025-06-11 12:03:00","Chick N' Matah Rice",3,106500,QRIS
DOM-VAR-202506-0560,"2025-06-14 16:24:00","Beef Aglio Olio",3,97000,QRIS
DOM-VAR-202506-0560,"2025-06-14 16:24:00","Beef Aglio Olio",2,65000,QRIS
DOM-VAR-202506-0561,"2025-06-12 10:45:00","Spaghetti Bolognese",1,32500,DEBIT
DOM-VAR-202506-0561,"2025-06-12 10:45:00","Taro Latte With Egg Pudding",2,65000,DEBIT
DOM-VAR-202506-0562,"2025-06-17 11:16:00","Espresso On The Rock",3,76500,DEBIT
DOM-VAR-202506-0563,"2025-06-26 20:04:00","Scottish Latte",2,65000,DEBIT
DOM-VAR-202506-0564,"2025-06-15 17:37:00",Chocolate,1,28000,QRIS
DOM-VAR-202506-0564,"2025-06-15 17:37:00","Choco Loco",1,32500,QRIS
DOM-VAR-202506-0565,"2025-06-04 19:28:00","Violet Kalamansi",2,57000,CASH
DOM-VAR-202506-0565,"2025-06-04 19:28:00","French Fries & Sausage",2,51000,CASH
DOM-VAR-202506-0566,"2025-06-13 14:02:00","Caramel Latte",2,65000,CASH
DOM-VAR-202506-0567,"2025-06-15 16:56:00",Lotus,2,77000,CASH
DOM-VAR-202506-0567,"2025-06-15 16:56:00","Tropical Punch",1,32000,CASH
DOM-VAR-202506-0568,"2025-06-13 18:46:00","Spaghetti Carbonara",1,35500,QRIS
DOM-VAR-202506-0568,"2025-06-13 18:46:00","Spaghetti Bolognese",3,97000,QRIS
DOM-VAR-202506-0569,"2025-06-13 18:05:00","Espresso On The Rock",2,51000,DEBIT
DOM-VAR-202506-0570,"2025-06-19 17:45:00","Scottish Latte",3,97000,CASH
DOM-VAR-202506-0570,"2025-06-19 17:45:00","Espresso On The Rock",2,51000,CASH
DOM-VAR-202506-0571,"2025-06-26 18:20:00","Lychee Tea",1,25500,QRIS
DOM-VAR-202506-0572,"2025-06-05 11:17:00","Bang Nana Yoghurt",2,80000,CASH
DOM-VAR-202506-0573,"2025-06-26 20:47:00","Oriental Fried Rice",2,65000,CASH
DOM-VAR-202506-0574,"2025-06-28 13:14:00","French Fries & Sausage",3,76500,CASH
DOM-VAR-202506-0575,"2025-06-23 19:58:00",Muppet,2,77000,DEBIT
DOM-VAR-202506-0576,"2025-06-19 19:35:00","Taro Latte With Egg Pudding",1,32500,CASH
DOM-VAR-202506-0576,"2025-06-19 19:35:00","Double Shaken Espresso",2,58500,CASH
DOM-VAR-202506-0577,"2025-06-19 09:49:00","Mr. P! Nuts",1,39500,QRIS
DOM-VAR-202506-0578,"2025-06-25 10:34:00","Matcha Green Tea",1,38500,QRIS
DOM-VAR-202506-0578,"2025-06-25 10:34:00","Choco Loco",3,97000,QRIS
DOM-VAR-202506-0579,"2025-06-15 19:03:00","Mr. P! Nuts",3,118000,DEBIT
DOM-VAR-202506-0580,"2025-06-01 19:14:00",Chocolate,2,55500,CASH
DOM-VAR-202506-0581,"2025-06-20 19:25:00","Caramel Latte",2,65000,DEBIT
DOM-VAR-202506-0582,"2025-06-18 17:07:00","Berry Berry Good!",1,38500,CASH
DOM-VAR-202506-0583,"2025-06-23 11:48:00","Cheese Croquette Balls",2,51000,QRIS
DOM-VAR-202506-0583,"2025-06-23 11:48:00","French Fries & Sausage",2,51000,QRIS
DOM-VAR-202506-0584,"2025-06-28 09:14:00","Churro Bites",1,25500,CASH
DOM-VAR-202506-0585,"2025-06-26 14:26:00","Strawberry Tea",2,51000,DEBIT
DOM-VAR-202506-0585,"2025-06-26 14:26:00","Matcha Green Tea",3,115500,DEBIT
DOM-VAR-202506-0586,"2025-06-16 21:16:00","Bloody Mary",2,63500,CASH
DOM-VAR-202506-0586,"2025-06-16 21:16:00","Ham Spaghetti Brulee",1,38500,CASH
DOM-VAR-202506-0587,"2025-06-01 16:45:00","Espresso On The Rock",3,76500,DEBIT
DOM-VAR-202506-0588,"2025-06-05 21:55:00","Cheese Croquette Balls",2,51000,CASH
DOM-VAR-202506-0589,"2025-06-07 21:48:00","Lemon Tea",3,76500,DEBIT
DOM-VAR-202506-0590,"2025-06-25 19:13:00","Scottish Latte",2,65000,CASH
DOM-VAR-202506-0590,"2025-06-25 19:13:00","Matcha Green Tea",1,38500,CASH
DOM-VAR-202506-0591,"2025-06-01 13:59:00","Choco Loco",3,97000,QRIS
DOM-VAR-202506-0591,"2025-06-01 13:59:00","Bang Nana Yoghurt",1,40000,QRIS
DOM-VAR-202506-0592,"2025-06-02 12:59:00","Spaghetti Bolognese",2,65000,QRIS
DOM-VAR-202506-0592,"2025-06-02 12:59:00","Red Velvet",2,57000,QRIS
DOM-VAR-202506-0593,"2025-06-24 21:51:00","Espresso On The Rock",2,51000,QRIS
DOM-VAR-202506-0593,"2025-06-24 21:51:00",Saltovino,1,34000,QRIS
DOM-VAR-202506-0594,"2025-06-08 17:43:00","Strawberry Tea",1,25500,QRIS
DOM-VAR-202506-0595,"2025-06-03 19:37:00","Choco Loco",1,32500,QRIS
DOM-VAR-202506-0595,"2025-06-03 19:37:00","DOM's Original",3,76500,QRIS
DOM-VAR-202506-0596,"2025-06-19 11:37:00","Scottish Latte",2,65000,DEBIT
DOM-VAR-202506-0597,"2025-06-26 09:56:00","Spaghetti Bolognese",1,32500,DEBIT
DOM-VAR-202506-0598,"2025-06-11 17:30:00","Scottish Latte",2,65000,CASH
DOM-VAR-202506-0599,"2025-06-04 18:28:00","Berry Berry Good!",3,115500,DEBIT
DOM-VAR-202506-0600,"2025-06-26 21:54:00","Lemon Tea",1,25500,QRIS
DOM-VAR-202506-0600,"2025-06-26 21:54:00","Chick N' Matah Rice",1,35500,QRIS
DOM-VAR-202506-0601,"2025-06-28 12:50:00","Cheese Croquette Balls",1,25500,DEBIT
DOM-VAR-202506-0601,"2025-06-28 12:50:00","Kampoeng Fried Rice",2,65000,DEBIT
DOM-VAR-202506-0602,"2025-06-13 16:46:00","Hazelnut Latte",2,65000,QRIS
DOM-VAR-202506-0602,"2025-06-13 16:46:00","Al Fresco Nachos",2,60000,QRIS
DOM-VAR-202506-0603,"2025-06-28 09:12:00",Americano,3,60000,QRIS
DOM-VAR-202506-0604,"2025-06-14 20:24:00","DOMS Wings",2,60000,QRIS
DOM-VAR-202506-0605,"2025-06-04 11:27:00","Caramel Latte",1,32500,QRIS
DOM-VAR-202506-0606,"2025-06-10 15:52:00","Caramel Latte",2,65000,DEBIT
DOM-VAR-202506-0606,"2025-06-10 15:52:00","Choco Loco",2,65000,DEBIT
DOM-VAR-202506-0607,"2025-06-02 16:42:00",Americano,3,60000,DEBIT
DOM-VAR-202506-0608,"2025-06-14 13:56:00","Salted Egg Pop Chicken",1,45500,CASH
DOM-VAR-202506-0608,"2025-06-14 13:56:00",Chocolate,3,83500,CASH
DOM-VAR-202506-0609,"2025-06-05 18:53:00","Pisang Gorengnya DOM",1,26500,CASH
DOM-VAR-202506-0609,"2025-06-05 18:53:00","Al Fresco Nachos",2,60000,CASH
DOM-VAR-202506-0610,"2025-06-13 09:13:00","Taro Latte With Egg Pudding",1,32500,QRIS
DOM-VAR-202506-0611,"2025-06-28 18:35:00","Taro Latte With Egg Pudding",2,65000,QRIS
DOM-VAR-202506-0612,"2025-06-08 12:25:00","Roti Bakar",1,20000,QRIS
DOM-VAR-202506-0612,"2025-06-08 12:25:00",Lotus,2,77000,QRIS
DOM-VAR-202506-0613,"2025-06-05 19:19:00","Mayo Karaage Rice",1,40000,QRIS
DOM-VAR-202506-0614,"2025-06-04 20:56:00","Chick N' Matah Rice",3,106500,CASH
DOM-VAR-202506-0614,"2025-06-04 20:56:00",Americano,2,40000,CASH
DOM-VAR-202506-0615,"2025-06-15 17:47:00","Mr. P! Nuts",3,118000,DEBIT
DOM-VAR-202506-0616,"2025-06-25 14:58:00","Choco Loco",2,65000,CASH
DOM-VAR-202506-0616,"2025-06-25 14:58:00","Mr. P! Nuts",3,118000,CASH
DOM-VAR-202506-0617,"2025-06-18 19:58:00","Berry Berry Good!",3,115500,DEBIT
DOM-VAR-202506-0618,"2025-06-16 15:48:00","Sub's Choice",1,35500,QRIS
DOM-VAR-202506-0618,"2025-06-16 15:48:00","Espresso On The Rock",1,25500,QRIS
DOM-VAR-202506-0619,"2025-06-19 12:00:00","Hazelnut Latte",2,65000,QRIS
DOM-VAR-202506-0619,"2025-06-19 12:00:00","French Fries & Sausage",3,76500,QRIS
DOM-VAR-202506-0620,"2025-06-20 20:25:00","Sub's Choice",3,106500,QRIS
DOM-VAR-202506-0621,"2025-06-16 19:28:00","Bloody Mary",2,63500,DEBIT
DOM-VAR-202506-0621,"2025-06-16 19:28:00","Double Shaken Espresso",1,29500,DEBIT
DOM-VAR-202506-0622,"2025-06-28 15:12:00","Double Shaken Espresso",3,88000,QRIS
DOM-VAR-202506-0623,"2025-06-06 13:36:00","Mayo Karaage Rice",2,80000,DEBIT
DOM-VAR-202506-0624,"2025-06-21 19:14:00",Saltovino,3,102000,CASH
DOM-VAR-202506-0625,"2025-06-21 20:12:00","Chick N' Matah Rice",3,106500,DEBIT
DOM-VAR-202506-0626,"2025-06-16 12:54:00","Beef Aglio Olio",1,32500,CASH
