receipt_no,trx_date,product_name,qty,subtotal
TRX-20260610-0122,"2026-04-08 05:52:41","Spaghetti Aglio Olio",3,135000
TRX-20260610-0122,"2026-04-08 05:52:41","Spaghetti Aglio Olio",1,45000
TRX-20260610-0123,"2026-04-25 11:53:27","Ayam Chili Padi",3,114000
TRX-20260610-0123,"2026-04-25 11:53:27",Americano,1,20000
TRX-20260610-0123,"2026-04-25 11:53:27",Americano,1,20000
TRX-20260610-0123,"2026-04-25 11:53:27","Ayam Chili Padi",3,114000
TRX-20260610-0123,"2026-04-25 11:53:27","Spaghetti Aglio Olio",3,135000
TRX-20260610-0124,"2026-02-14 09:35:39","Kopi Susu DOM",2,50000
TRX-20260610-0124,"2026-02-14 09:35:39","Ayam Chili Padi",3,114000
TRX-20260610-0124,"2026-02-14 09:35:39","Matcha Latte",3,90000
TRX-20260610-0124,"2026-02-14 09:35:39","Matcha Latte",1,30000
TRX-20260610-0125,"2026-01-21 03:49:57","Zafeer Milktea",3,84000
TRX-20260610-0125,"2026-01-21 03:49:57","Ayam Chili Padi",1,38000
TRX-20260610-0125,"2026-01-21 03:49:57","Ayam Chili Padi",3,114000
TRX-20260610-0125,"2026-01-21 03:49:57",Americano,2,40000
TRX-20260610-0125,"2026-01-21 03:49:57","Ayam Chili Padi",2,76000
TRX-20260610-0126,"2026-04-25 05:09:05","Ayam Chili Padi",2,76000
TRX-20260610-0127,"2026-05-12 18:02:24","Mix Platter",2,70000
TRX-20260610-0127,"2026-05-12 18:02:24","Matcha Latte",4,120000
TRX-20260610-0127,"2026-05-12 18:02:24","Lychee Tea",1,22000
TRX-20260610-0127,"2026-05-12 18:02:24","Ayam Chili Padi",2,76000
TRX-20260610-0128,"2026-03-22 07:43:05","Lychee Tea",4,88000
TRX-20260610-0128,"2026-03-22 07:43:05","Ayam Chili Padi",4,152000
TRX-20260610-0129,"2026-03-02 16:50:18","Spaghetti Aglio Olio",3,135000
TRX-20260610-0129,"2026-03-02 16:50:18","Lychee Tea",4,88000
TRX-20260610-0130,"2026-03-22 17:24:43","Lychee Tea",2,44000
TRX-20260610-0130,"2026-03-22 17:24:43","Spaghetti Aglio Olio",4,180000
TRX-20260610-0131,"2026-05-12 15:09:27","Zafeer Milktea",1,28000
TRX-20260610-0131,"2026-05-12 15:09:27","Ayam Chili Padi",4,152000
TRX-20260610-0131,"2026-05-12 15:09:27",Americano,2,40000
TRX-20260610-0132,"2026-04-28 08:05:49","Caramel Macchiato",1,32000
TRX-20260610-0132,"2026-04-28 08:05:49","Caramel Macchiato",2,64000
TRX-20260610-0132,"2026-04-28 08:05:49","Kopi Susu DOM",4,100000
TRX-20260610-0132,"2026-04-28 08:05:49","French Fries",1,25000
TRX-20260610-0132,"2026-04-28 08:05:49","Kopi Susu DOM",1,25000
TRX-20260610-0133,"2026-04-11 03:37:47","French Fries",3,75000
TRX-20260610-0133,"2026-04-11 03:37:47","Nasi Goreng DOM",1,40000
TRX-20260610-0134,"2026-03-31 09:21:24","Spaghetti Aglio Olio",3,135000
TRX-20260610-0134,"2026-03-31 09:21:24","Nasi Goreng DOM",4,160000
TRX-20260610-0134,"2026-03-31 09:21:24","Lychee Tea",3,66000
TRX-20260610-0134,"2026-03-31 09:21:24","Zafeer Milktea",1,28000
TRX-20260610-0135,"2026-04-19 21:42:28","Nasi Goreng DOM",4,160000
TRX-20260610-0135,"2026-04-19 21:42:28","Caramel Macchiato",3,96000
TRX-20260610-0136,"2026-01-26 20:45:13","French Fries",1,25000
TRX-20260610-0136,"2026-01-26 20:45:13","Mix Platter",2,70000
TRX-20260610-0136,"2026-01-26 20:45:13","Spaghetti Aglio Olio",4,180000
TRX-20260610-0137,"2026-06-07 11:24:02","Matcha Latte",3,90000
TRX-20260610-0137,"2026-06-07 11:24:02","Spaghetti Aglio Olio",3,135000
TRX-20260610-0137,"2026-06-07 11:24:02","Caramel Macchiato",4,128000
TRX-20260610-0138,"2026-01-16 19:09:33","Mix Platter",3,105000
TRX-20260610-0138,"2026-01-16 19:09:33","Kopi Susu DOM",4,100000
TRX-20260610-0138,"2026-01-16 19:09:33","Matcha Latte",3,90000
TRX-20260610-0138,"2026-01-16 19:09:33","Kopi Susu DOM",3,75000
TRX-20260610-0139,"2026-02-03 00:42:54","Matcha Latte",1,30000
TRX-20260610-0139,"2026-02-03 00:42:54",Americano,2,40000
TRX-20260610-0139,"2026-02-03 00:42:54","Spaghetti Aglio Olio",3,135000
TRX-20260610-0140,"2026-02-24 20:07:43","Nasi Goreng DOM",3,120000
TRX-20260610-0140,"2026-02-24 20:07:43","French Fries",1,25000
TRX-20260610-0140,"2026-02-24 20:07:43","Zafeer Milktea",3,84000
TRX-20260610-0141,"2026-04-06 11:37:21","Spaghetti Aglio Olio",3,135000
TRX-20260610-0141,"2026-04-06 11:37:21","Caramel Macchiato",3,96000
TRX-20260610-0141,"2026-04-06 11:37:21","Caramel Macchiato",4,128000
TRX-20260610-0141,"2026-04-06 11:37:21","Nasi Goreng DOM",1,40000
TRX-20260610-0141,"2026-04-06 11:37:21",Americano,3,60000
TRX-20260610-0142,"2026-02-25 16:43:57","Nasi Goreng DOM",1,40000
TRX-20260610-0142,"2026-02-25 16:43:57","Lychee Tea",4,88000
TRX-20260610-0142,"2026-02-25 16:43:57","Nasi Goreng DOM",1,40000
TRX-20260610-0142,"2026-02-25 16:43:57","Kopi Susu DOM",1,25000
TRX-20260610-0143,"2026-03-05 11:20:29","Mix Platter",4,140000
TRX-20260610-0143,"2026-03-05 11:20:29","Zafeer Milktea",2,56000
TRX-20260610-0143,"2026-03-05 11:20:29","Ayam Chili Padi",3,114000
TRX-20260610-0143,"2026-03-05 11:20:29","Matcha Latte",4,120000
TRX-20260610-0143,"2026-03-05 11:20:29","Matcha Latte",2,60000
TRX-20260610-0144,"2026-06-04 03:54:21",Americano,3,60000
TRX-20260610-0144,"2026-06-04 03:54:21","Mix Platter",1,35000
TRX-20260610-0144,"2026-06-04 03:54:21","French Fries",3,75000
TRX-20260610-0144,"2026-06-04 03:54:21","Ayam Chili Padi",3,114000
TRX-20260610-0144,"2026-06-04 03:54:21","Lychee Tea",2,44000
TRX-20260610-0145,"2026-01-24 15:11:44","Mix Platter",1,35000
TRX-20260610-0145,"2026-01-24 15:11:44","Kopi Susu DOM",4,100000
TRX-20260610-0145,"2026-01-24 15:11:44","Zafeer Milktea",4,112000
TRX-20260610-0146,"2026-03-04 16:32:18","Caramel Macchiato",4,128000
TRX-20260610-0147,"2026-03-08 21:38:10","Mix Platter",2,70000
TRX-20260610-0147,"2026-03-08 21:38:10","Lychee Tea",2,44000
TRX-20260610-0147,"2026-03-08 21:38:10","Mix Platter",3,105000
TRX-20260610-0147,"2026-03-08 21:38:10","Kopi Susu DOM",4,100000
TRX-20260610-0148,"2026-06-03 16:56:05","Spaghetti Aglio Olio",4,180000
TRX-20260610-0148,"2026-06-03 16:56:05","Caramel Macchiato",3,96000
TRX-20260610-0148,"2026-06-03 16:56:05","Lychee Tea",4,88000
TRX-20260610-0148,"2026-06-03 16:56:05","Mix Platter",3,105000
TRX-20260610-0149,"2026-01-18 07:44:47","Nasi Goreng DOM",3,120000
TRX-20260610-0149,"2026-01-18 07:44:47","Ayam Chili Padi",4,152000
TRX-20260610-0149,"2026-01-18 07:44:47","Zafeer Milktea",1,28000
TRX-20260610-0150,"2026-05-12 04:50:14","Caramel Macchiato",1,32000
TRX-20260610-0150,"2026-05-12 04:50:14","Mix Platter",4,140000
TRX-20260610-0151,"2026-03-05 10:18:11","Zafeer Milktea",4,112000
TRX-20260610-0151,"2026-03-05 10:18:11","Nasi Goreng DOM",2,80000
TRX-20260610-0152,"2026-05-07 04:28:41","Caramel Macchiato",3,96000
TRX-20260610-0153,"2026-04-13 10:27:41",Americano,4,80000
TRX-20260610-0153,"2026-04-13 10:27:41","French Fries",1,25000
TRX-20260610-0153,"2026-04-13 10:27:41","Ayam Chili Padi",4,152000
TRX-20260610-0154,"2026-05-23 22:26:48","Mix Platter",4,140000
TRX-20260610-0154,"2026-05-23 22:26:48","Matcha Latte",3,90000
TRX-20260610-0154,"2026-05-23 22:26:48","Nasi Goreng DOM",4,160000
TRX-20260610-0154,"2026-05-23 22:26:48","Zafeer Milktea",4,112000
TRX-20260610-0155,"2026-02-16 16:14:30","Lychee Tea",1,22000
TRX-20260610-0155,"2026-02-16 16:14:30","Mix Platter",4,140000
TRX-20260610-0156,"2026-04-22 04:57:48","Zafeer Milktea",1,28000
TRX-20260610-0156,"2026-04-22 04:57:48","Matcha Latte",2,60000
TRX-20260610-0157,"2026-05-31 22:47:16","Nasi Goreng DOM",2,80000
TRX-20260610-0158,"2026-05-22 02:01:15","Mix Platter",3,105000
TRX-20260610-0159,"2026-02-11 15:17:04","Nasi Goreng DOM",4,160000
TRX-20260610-0159,"2026-02-11 15:17:04","Mix Platter",1,35000
TRX-20260610-0159,"2026-02-11 15:17:04","Spaghetti Aglio Olio",3,135000
TRX-20260610-0159,"2026-02-11 15:17:04","Lychee Tea",1,22000
TRX-20260610-0159,"2026-02-11 15:17:04","Spaghetti Aglio Olio",3,135000
TRX-20260610-0160,"2026-04-18 09:46:18","Spaghetti Aglio Olio",4,180000
TRX-20260610-0160,"2026-04-18 09:46:18","Ayam Chili Padi",3,114000
TRX-20260610-0160,"2026-04-18 09:46:18","French Fries",2,50000
TRX-20260610-0161,"2026-03-02 01:49:28","Caramel Macchiato",2,64000
TRX-20260610-0161,"2026-03-02 01:49:28","Ayam Chili Padi",2,76000
TRX-20260610-0162,"2026-03-20 13:09:54","Ayam Chili Padi",3,114000
TRX-20260610-0162,"2026-03-20 13:09:54","Zafeer Milktea",1,28000
TRX-20260610-0162,"2026-03-20 13:09:54",Americano,4,80000
TRX-20260610-0162,"2026-03-20 13:09:54","Ayam Chili Padi",2,76000
TRX-20260610-0162,"2026-03-20 13:09:54","Spaghetti Aglio Olio",2,90000
TRX-20260610-0163,"2026-01-06 21:01:26","Matcha Latte",1,30000
TRX-20260610-0163,"2026-01-06 21:01:26","Lychee Tea",4,88000
TRX-20260610-0163,"2026-01-06 21:01:26","Matcha Latte",2,60000
TRX-20260610-0163,"2026-01-06 21:01:26","Ayam Chili Padi",3,114000
TRX-20260610-0164,"2026-04-01 14:08:58","Spaghetti Aglio Olio",3,135000
TRX-20260610-0164,"2026-04-01 14:08:58","Nasi Goreng DOM",4,160000
TRX-20260610-0165,"2026-04-06 01:02:42","Nasi Goreng DOM",4,160000
TRX-20260610-0165,"2026-04-06 01:02:42","Nasi Goreng DOM",4,160000
TRX-20260610-0165,"2026-04-06 01:02:42","French Fries",3,75000
TRX-20260610-0165,"2026-04-06 01:02:42","Spaghetti Aglio Olio",3,135000
TRX-20260610-0166,"2026-03-04 01:26:53","Kopi Susu DOM",3,75000
TRX-20260610-0166,"2026-03-04 01:26:53","Zafeer Milktea",3,84000
TRX-20260610-0166,"2026-03-04 01:26:53","Lychee Tea",2,44000
TRX-20260610-0166,"2026-03-04 01:26:53","Mix Platter",2,70000
TRX-20260610-0166,"2026-03-04 01:26:53","Spaghetti Aglio Olio",1,45000
TRX-20260610-0167,"2026-04-16 08:56:14","Kopi Susu DOM",3,75000
TRX-20260610-0167,"2026-04-16 08:56:14","Ayam Chili Padi",3,114000
TRX-20260610-0168,"2026-06-05 07:18:47","Spaghetti Aglio Olio",1,45000
TRX-20260610-0169,"2026-01-24 01:48:51","Ayam Chili Padi",4,152000
TRX-20260610-0169,"2026-01-24 01:48:51","Zafeer Milktea",4,112000
TRX-20260610-0169,"2026-01-24 01:48:51","Matcha Latte",3,90000
TRX-20260610-0169,"2026-01-24 01:48:51","Matcha Latte",4,120000
TRX-20260610-0169,"2026-01-24 01:48:51","Matcha Latte",3,90000
TRX-20260610-0170,"2026-02-05 21:14:50","Kopi Susu DOM",3,75000
TRX-20260610-0171,"2026-01-12 10:04:04",Americano,1,20000
TRX-20260610-0171,"2026-01-12 10:04:04","Matcha Latte",3,90000
TRX-20260610-0171,"2026-01-12 10:04:04",Americano,4,80000
TRX-20260610-0171,"2026-01-12 10:04:04","Ayam Chili Padi",2,76000
TRX-20260610-0171,"2026-01-12 10:04:04",Americano,4,80000
TRX-20260610-0172,"2026-05-09 11:15:29","Lychee Tea",1,22000
TRX-20260610-0172,"2026-05-09 11:15:29","Zafeer Milktea",3,84000
TRX-20260610-0172,"2026-05-09 11:15:29","Kopi Susu DOM",3,75000
TRX-20260610-0172,"2026-05-09 11:15:29","Matcha Latte",4,120000
TRX-20260610-0173,"2026-04-30 21:25:23","Caramel Macchiato",2,64000
TRX-20260610-0173,"2026-04-30 21:25:23","Spaghetti Aglio Olio",3,135000
TRX-20260610-0173,"2026-04-30 21:25:23",Americano,3,60000
TRX-20260610-0174,"2026-01-27 19:39:37","Spaghetti Aglio Olio",1,45000
TRX-20260610-0174,"2026-01-27 19:39:37","French Fries",3,75000
TRX-20260610-0174,"2026-01-27 19:39:37","French Fries",2,50000
TRX-20260610-0175,"2026-04-15 09:45:37",Americano,2,40000
TRX-20260610-0175,"2026-04-15 09:45:37","Kopi Susu DOM",3,75000
TRX-20260610-0175,"2026-04-15 09:45:37","Spaghetti Aglio Olio",4,180000
TRX-20260610-0175,"2026-04-15 09:45:37","Zafeer Milktea",4,112000
TRX-20260610-0176,"2026-03-27 09:45:51","Kopi Susu DOM",2,50000
TRX-20260610-0176,"2026-03-27 09:45:51","Nasi Goreng DOM",1,40000
TRX-20260610-0176,"2026-03-27 09:45:51","French Fries",3,75000
TRX-20260610-0176,"2026-03-27 09:45:51","Ayam Chili Padi",1,38000
TRX-20260610-0176,"2026-03-27 09:45:51","Matcha Latte",1,30000
TRX-20260610-0177,"2026-02-06 08:51:10","Kopi Susu DOM",1,25000
TRX-20260610-0177,"2026-02-06 08:51:10","Lychee Tea",3,66000
TRX-20260610-0177,"2026-02-06 08:51:10","Caramel Macchiato",1,32000
TRX-20260610-0177,"2026-02-06 08:51:10","Lychee Tea",3,66000
TRX-20260610-0177,"2026-02-06 08:51:10","Nasi Goreng DOM",4,160000
TRX-20260610-0178,"2026-01-24 11:34:35",Americano,4,80000
TRX-20260610-0178,"2026-01-24 11:34:35","Lychee Tea",2,44000
TRX-20260610-0178,"2026-01-24 11:34:35","Mix Platter",4,140000
TRX-20260610-0179,"2026-05-10 21:41:23","Lychee Tea",3,66000
TRX-20260610-0179,"2026-05-10 21:41:23","Lychee Tea",1,22000
TRX-20260610-0179,"2026-05-10 21:41:23","Spaghetti Aglio Olio",3,135000
TRX-20260610-0179,"2026-05-10 21:41:23","Zafeer Milktea",1,28000
TRX-20260610-0179,"2026-05-10 21:41:23","Ayam Chili Padi",3,114000
TRX-20260610-0180,"2026-04-21 15:10:23","Spaghetti Aglio Olio",4,180000
TRX-20260610-0180,"2026-04-21 15:10:23",Americano,3,60000
TRX-20260610-0180,"2026-04-21 15:10:23","Lychee Tea",3,66000
TRX-20260610-0180,"2026-04-21 15:10:23","Lychee Tea",4,88000
TRX-20260610-0180,"2026-04-21 15:10:23","Mix Platter",4,140000
TRX-20260610-0181,"2026-04-04 19:35:31","Mix Platter",4,140000
TRX-20260610-0181,"2026-04-04 19:35:31","Kopi Susu DOM",4,100000
TRX-20260610-0181,"2026-04-04 19:35:31","French Fries",1,25000
TRX-20260610-0181,"2026-04-04 19:35:31","Mix Platter",1,35000
TRX-20260610-0181,"2026-04-04 19:35:31","Ayam Chili Padi",3,114000
TRX-20260610-0182,"2026-01-30 16:18:59","Matcha Latte",1,30000
TRX-20260610-0183,"2026-03-14 05:17:52","Caramel Macchiato",2,64000
TRX-20260610-0183,"2026-03-14 05:17:52","Caramel Macchiato",2,64000
TRX-20260610-0183,"2026-03-14 05:17:52","Matcha Latte",4,120000
TRX-20260610-0183,"2026-03-14 05:17:52","Mix Platter",4,140000
TRX-20260610-0183,"2026-03-14 05:17:52","Spaghetti Aglio Olio",4,180000
TRX-20260610-0184,"2026-01-02 13:32:53","Mix Platter",3,105000
TRX-20260610-0184,"2026-01-02 13:32:53","Ayam Chili Padi",3,114000
TRX-20260610-0184,"2026-01-02 13:32:53","Nasi Goreng DOM",2,80000
TRX-20260610-0184,"2026-01-02 13:32:53","Caramel Macchiato",1,32000
TRX-20260610-0184,"2026-01-02 13:32:53","Spaghetti Aglio Olio",2,90000
TRX-20260610-0185,"2026-05-05 09:53:02","Ayam Chili Padi",1,38000
TRX-20260610-0185,"2026-05-05 09:53:02","Nasi Goreng DOM",4,160000
TRX-20260610-0185,"2026-05-05 09:53:02","Nasi Goreng DOM",1,40000
TRX-20260610-0186,"2026-04-14 14:54:22",Americano,2,40000
TRX-20260610-0187,"2026-01-14 03:18:29","Caramel Macchiato",2,64000
TRX-20260610-0188,"2026-04-17 11:06:11","Spaghetti Aglio Olio",1,45000
TRX-20260610-0188,"2026-04-17 11:06:11","Mix Platter",2,70000
TRX-20260610-0189,"2026-06-03 18:28:27","Zafeer Milktea",2,56000
TRX-20260610-0189,"2026-06-03 18:28:27","Caramel Macchiato",2,64000
TRX-20260610-0189,"2026-06-03 18:28:27","Spaghetti Aglio Olio",1,45000
TRX-20260610-0189,"2026-06-03 18:28:27","Mix Platter",4,140000
TRX-20260610-0190,"2026-01-01 23:06:33","Nasi Goreng DOM",4,160000
TRX-20260610-0190,"2026-01-01 23:06:33","Spaghetti Aglio Olio",1,45000
TRX-20260610-0190,"2026-01-01 23:06:33","Mix Platter",1,35000
TRX-20260610-0190,"2026-01-01 23:06:33","French Fries",4,100000
TRX-20260610-0190,"2026-01-01 23:06:33","Matcha Latte",2,60000
TRX-20260610-0191,"2026-05-27 08:30:32","French Fries",2,50000
TRX-20260610-0191,"2026-05-27 08:30:32","Ayam Chili Padi",2,76000
TRX-20260610-0191,"2026-05-27 08:30:32","Caramel Macchiato",3,96000
TRX-20260610-0191,"2026-05-27 08:30:32","Caramel Macchiato",1,32000
TRX-20260610-0191,"2026-05-27 08:30:32","Kopi Susu DOM",2,50000
TRX-20260610-0192,"2026-06-01 19:33:14","Zafeer Milktea",1,28000
TRX-20260610-0193,"2026-01-06 17:21:21","Kopi Susu DOM",4,100000
TRX-20260610-0193,"2026-01-06 17:21:21","Lychee Tea",1,22000
TRX-20260610-0193,"2026-01-06 17:21:21","Kopi Susu DOM",4,100000
TRX-20260610-0193,"2026-01-06 17:21:21","Ayam Chili Padi",4,152000
TRX-20260610-0194,"2026-02-21 05:17:45",Americano,1,20000
TRX-20260610-0194,"2026-02-21 05:17:45","Lychee Tea",1,22000
TRX-20260610-0195,"2026-05-05 20:43:21","Nasi Goreng DOM",3,120000
TRX-20260610-0196,"2026-03-16 18:36:07","Nasi Goreng DOM",4,160000
TRX-20260610-0196,"2026-03-16 18:36:07",Americano,1,20000
TRX-20260610-0196,"2026-03-16 18:36:07","Spaghetti Aglio Olio",1,45000
TRX-20260610-0196,"2026-03-16 18:36:07","Spaghetti Aglio Olio",3,135000
TRX-20260610-0196,"2026-03-16 18:36:07","Ayam Chili Padi",2,76000
TRX-20260610-0197,"2026-03-03 13:31:13","Kopi Susu DOM",3,75000
TRX-20260610-0197,"2026-03-03 13:31:13","Mix Platter",1,35000
TRX-20260610-0197,"2026-03-03 13:31:13","French Fries",2,50000
TRX-20260610-0197,"2026-03-03 13:31:13","Caramel Macchiato",3,96000
TRX-20260610-0198,"2026-06-09 02:05:58","Nasi Goreng DOM",3,120000
TRX-20260610-0198,"2026-06-09 02:05:58","Matcha Latte",1,30000
TRX-20260610-0198,"2026-06-09 02:05:58","Lychee Tea",2,44000
TRX-20260610-0199,"2026-02-27 15:12:54","Caramel Macchiato",2,64000
TRX-20260610-0199,"2026-02-27 15:12:54","Nasi Goreng DOM",1,40000
TRX-20260610-0199,"2026-02-27 15:12:54","Nasi Goreng DOM",4,160000
TRX-20260610-0200,"2026-03-03 08:28:54",Americano,4,80000
TRX-20260610-0200,"2026-03-03 08:28:54","Ayam Chili Padi",2,76000
TRX-20260610-0200,"2026-03-03 08:28:54","Caramel Macchiato",3,96000
TRX-20260610-0200,"2026-03-03 08:28:54","Ayam Chili Padi",3,114000
TRX-20260610-0200,"2026-03-03 08:28:54","Lychee Tea",3,66000
TRX-20260610-0201,"2026-04-24 04:49:32","French Fries",4,100000
TRX-20260610-0201,"2026-04-24 04:49:32","Matcha Latte",3,90000
TRX-20260610-0201,"2026-04-24 04:49:32","Mix Platter",3,105000
TRX-20260610-0201,"2026-04-24 04:49:32","Spaghetti Aglio Olio",3,135000
TRX-20260610-0201,"2026-04-24 04:49:32","Ayam Chili Padi",3,114000
TRX-20260610-0202,"2026-01-22 13:14:31","Spaghetti Aglio Olio",2,90000
TRX-20260610-0202,"2026-01-22 13:14:31","Spaghetti Aglio Olio",1,45000
TRX-20260610-0202,"2026-01-22 13:14:31",Americano,1,20000
TRX-20260610-0202,"2026-01-22 13:14:31","Caramel Macchiato",1,32000
TRX-20260610-0202,"2026-01-22 13:14:31","Spaghetti Aglio Olio",1,45000
TRX-20260610-0203,"2026-03-30 05:31:50","Spaghetti Aglio Olio",1,45000
TRX-20260610-0204,"2026-01-19 16:15:12","Zafeer Milktea",4,112000
TRX-20260610-0204,"2026-01-19 16:15:12","Zafeer Milktea",3,84000
TRX-20260610-0204,"2026-01-19 16:15:12","Kopi Susu DOM",2,50000
TRX-20260610-0204,"2026-01-19 16:15:12","Kopi Susu DOM",2,50000
TRX-20260610-0204,"2026-01-19 16:15:12","Ayam Chili Padi",2,76000
TRX-20260610-0205,"2026-01-12 04:12:50","Zafeer Milktea",4,112000
TRX-20260610-0205,"2026-01-12 04:12:50","Ayam Chili Padi",1,38000
TRX-20260610-0205,"2026-01-12 04:12:50","Lychee Tea",4,88000
TRX-20260610-0206,"2026-05-29 19:37:14",Americano,2,40000
TRX-20260610-0206,"2026-05-29 19:37:14",Americano,3,60000
TRX-20260610-0206,"2026-05-29 19:37:14","Spaghetti Aglio Olio",2,90000
TRX-20260610-0206,"2026-05-29 19:37:14","Matcha Latte",3,90000
TRX-20260610-0206,"2026-05-29 19:37:14","French Fries",3,75000
TRX-20260610-0207,"2026-01-21 20:34:36","Caramel Macchiato",2,64000
TRX-20260610-0207,"2026-01-21 20:34:36","Matcha Latte",2,60000
TRX-20260610-0207,"2026-01-21 20:34:36","Nasi Goreng DOM",1,40000
TRX-20260610-0207,"2026-01-21 20:34:36","Lychee Tea",3,66000
TRX-20260610-0208,"2026-04-17 21:09:50","Zafeer Milktea",2,56000
TRX-20260610-0209,"2026-06-01 10:56:35","Kopi Susu DOM",4,100000
TRX-20260610-0210,"2026-04-10 17:23:51","Caramel Macchiato",3,96000
TRX-20260610-0211,"2026-06-04 19:24:31",Americano,4,80000
TRX-20260610-0211,"2026-06-04 19:24:31","Matcha Latte",3,90000
TRX-20260610-0211,"2026-06-04 19:24:31","Kopi Susu DOM",3,75000
TRX-20260610-0211,"2026-06-04 19:24:31","Matcha Latte",2,60000
TRX-20260610-0211,"2026-06-04 19:24:31","Mix Platter",2,70000
TRX-20260610-0212,"2026-03-02 19:45:06","Zafeer Milktea",4,112000
TRX-20260610-0212,"2026-03-02 19:45:06","Matcha Latte",3,90000
TRX-20260610-0212,"2026-03-02 19:45:06","Spaghetti Aglio Olio",4,180000
TRX-20260610-0213,"2026-05-04 09:34:00","Ayam Chili Padi",4,152000
TRX-20260610-0213,"2026-05-04 09:34:00","French Fries",2,50000
TRX-20260610-0213,"2026-05-04 09:34:00","Matcha Latte",1,30000
TRX-20260610-0214,"2026-02-08 05:48:10","Matcha Latte",2,60000
TRX-20260610-0215,"2026-01-04 20:54:12","Nasi Goreng DOM",2,80000
TRX-20260610-0215,"2026-01-04 20:54:12","Nasi Goreng DOM",3,120000
TRX-20260610-0216,"2026-05-28 18:14:12","Lychee Tea",4,88000
TRX-20260610-0216,"2026-05-28 18:14:12","Kopi Susu DOM",3,75000
TRX-20260610-0216,"2026-05-28 18:14:12","Caramel Macchiato",3,96000
TRX-20260610-0217,"2026-03-02 17:46:09","Mix Platter",3,105000
TRX-20260610-0217,"2026-03-02 17:46:09","Zafeer Milktea",4,112000
TRX-20260610-0217,"2026-03-02 17:46:09","Matcha Latte",3,90000
TRX-20260610-0217,"2026-03-02 17:46:09","Zafeer Milktea",2,56000
TRX-20260610-0218,"2026-03-19 07:38:03","Kopi Susu DOM",3,75000
TRX-20260610-0218,"2026-03-19 07:38:03",Americano,4,80000
TRX-20260610-0218,"2026-03-19 07:38:03","Matcha Latte",2,60000
TRX-20260610-0218,"2026-03-19 07:38:03","Kopi Susu DOM",3,75000
TRX-20260610-0219,"2026-04-10 00:24:55","Mix Platter",1,35000
TRX-20260610-0219,"2026-04-10 00:24:55","Mix Platter",3,105000
TRX-20260610-0219,"2026-04-10 00:24:55","Zafeer Milktea",4,112000
TRX-20260610-0219,"2026-04-10 00:24:55",Americano,1,20000
TRX-20260610-0219,"2026-04-10 00:24:55","Mix Platter",1,35000
TRX-20260610-0220,"2026-04-08 20:52:34","Spaghetti Aglio Olio",3,135000
TRX-20260610-0221,"2026-05-22 12:47:28","Kopi Susu DOM",2,50000
TRX-20260610-0222,"2026-05-07 19:11:26","Matcha Latte",1,30000
TRX-20260610-0222,"2026-05-07 19:11:26","Ayam Chili Padi",2,76000
TRX-20260610-0222,"2026-05-07 19:11:26","Matcha Latte",4,120000
TRX-20260610-0223,"2026-04-07 18:37:06","Lychee Tea",4,88000
TRX-20260610-0224,"2026-04-30 09:03:28","Spaghetti Aglio Olio",1,45000
TRX-20260610-0224,"2026-04-30 09:03:28","Matcha Latte",2,60000
TRX-20260610-0224,"2026-04-30 09:03:28","Kopi Susu DOM",2,50000
TRX-20260610-0224,"2026-04-30 09:03:28","French Fries",3,75000
TRX-20260610-0224,"2026-04-30 09:03:28","Lychee Tea",2,44000
TRX-20260610-0225,"2026-04-08 12:32:35","Matcha Latte",4,120000
TRX-20260610-0225,"2026-04-08 12:32:35","Kopi Susu DOM",1,25000
TRX-20260610-0225,"2026-04-08 12:32:35","Spaghetti Aglio Olio",3,135000
TRX-20260610-0225,"2026-04-08 12:32:35",Americano,3,60000
TRX-20260610-0225,"2026-04-08 12:32:35",Americano,1,20000
TRX-20260610-0226,"2026-01-08 09:56:55","Mix Platter",2,70000
TRX-20260610-0226,"2026-01-08 09:56:55","Matcha Latte",3,90000
TRX-20260610-0226,"2026-01-08 09:56:55","Lychee Tea",2,44000
TRX-20260610-0226,"2026-01-08 09:56:55","Matcha Latte",3,90000
TRX-20260610-0226,"2026-01-08 09:56:55","Caramel Macchiato",1,32000
TRX-20260610-0227,"2026-04-06 10:22:41","Kopi Susu DOM",3,75000
TRX-20260610-0227,"2026-04-06 10:22:41","Ayam Chili Padi",2,76000
TRX-20260610-0228,"2026-03-16 05:40:33","Lychee Tea",3,66000
TRX-20260610-0229,"2026-05-06 06:39:27","Kopi Susu DOM",3,75000
TRX-20260610-0229,"2026-05-06 06:39:27","Ayam Chili Padi",2,76000
TRX-20260610-0230,"2026-03-07 20:57:13","Zafeer Milktea",2,56000
TRX-20260610-0230,"2026-03-07 20:57:13","Kopi Susu DOM",1,25000
TRX-20260610-0230,"2026-03-07 20:57:13","Zafeer Milktea",4,112000
TRX-20260610-0230,"2026-03-07 20:57:13","Lychee Tea",4,88000
TRX-20260610-0230,"2026-03-07 20:57:13","Nasi Goreng DOM",4,160000
TRX-20260610-0231,"2026-06-05 17:26:29","French Fries",1,25000
TRX-20260610-0232,"2026-03-03 03:57:10","French Fries",2,50000
TRX-20260610-0232,"2026-03-03 03:57:10","Nasi Goreng DOM",1,40000
TRX-20260610-0232,"2026-03-03 03:57:10","Mix Platter",4,140000
TRX-20260610-0232,"2026-03-03 03:57:10","Spaghetti Aglio Olio",2,90000
